"","id_plot","av_annual_pp","av_annual_mean_tp","av_annual_min_tp","av_annual_max_tp","int","t0","t1"
"131",7000600202,1198,2.5,-3.14,8.14,10,"C","C"
"132",7000600401,1103,5.12,0.115,10.13,18,"C","C"
"133",7000600402,1103.5,5.115,0.115,10.125,18,"C","C"
"134",7000600702,1236,2.91,-2.195,8.02,5,"D","D"
"135",7000600901,1119.5,5.035,0.045,10.03,18,"M","C"
"136",7000601101,1361,1.24,-4,6.48,10,"C","M"
"137",7000601202,1300,3.545,-1.69,8.775,12,"D","D"
"138",7000601902,1226,2.29,-3.225,7.81,10,"M","M"
"139",7000602001,1307,2.54,-2.65,7.73,10,"M","M"
"140",7000602002,1314.5,2.425,-2.765,7.61,10,"M","D"
"141",7000602101,1312,2.975,-2.14,8.09,10,"D","M"
"142",7000602202,1219,2.205,-3.36,7.77,10,"T","M"
"143",7000602302,1297.5,2.875,-2.27,8.01,10,"C","C"
"144",7000602401,1299.5,3.79,-1.29,8.875,10,"M","M"
"145",7000602601,1288,2.78,-2.39,7.955,10,"M","M"
"146",7000602602,1290.5,2.74,-2.435,7.91,10,"M","M"
"147",7000602702,1311,3.82,-1.26,8.895,10,"D","D"
"148",7000602801,1293,2.59,-2.595,7.775,10,"M","M"
"149",7000602802,1295.5,2.54,-2.65,7.725,10,"M","M"
"150",7000602901,1303.5,3.755,-1.3,8.815,10,"M","M"
"151",7000602902,1303.5,3.755,-1.305,8.81,10,"C","M"
"152",7000603001,1192.5,2.205,-3.38,7.79,10,"D","D"
"153",7000603002,1192.5,2.205,-3.38,7.79,10,"D","D"
"154",7000603102,1276.5,1.975,-3.36,7.31,10,"M","M"
"155",7000603201,1262.5,3.7,-1.38,8.78,10,"D","D"
"156",7000603302,1270,2.055,-3.27,7.38,10,"C","C"
"157",7000603401,1240.5,2.16,-3.22,7.55,10,"M","M"
"158",7000603402,1250.5,2.025,-3.36,7.41,10,"D","D"
"159",7000603502,1250,1.89,-3.49,7.275,10,"D","C"
"160",7000603602,1271,2.235,-3.02,7.49,10,"C","C"
"161",7000603701,1283,2.23,-3,7.45,10,"C","C"
"162",7000603702,1284.5,2.22,-3,7.44,10,"C","C"
"163",7000603802,1242.5,3.165,-1.995,8.325,10,"T","T"
"164",7000603902,1241,2.515,-2.735,7.765,10,"T","M"
"165",7000604201,1174.5,3.265,-1.97,8.5,10,"D","D"
"166",7000604202,1205,2.795,-2.435,8.025,10,"M","M"
"167",7000700101,1237.5,4.605,-0.58,9.79,11,"M","M"
"168",7000700102,1237,4.6,-0.585,9.78,11,"T","T"
"169",7000700301,1174.5,4.9,-0.175,9.97,15,"M","M"
"170",7000700302,1174.5,4.9,-0.17,9.97,15,"M","D"
"171",7000700401,1167,4.95,-0.14,10.04,15,"M","M"
"172",7000700501,1156.5,5.03,-0.1,10.15,15,"D","D"
"173",7000700502,1149.5,5.09,-0.045,10.225,15,"M","M"
"174",7000700701,1167.5,4.8,-0.26,9.86,15,"M","M"
"175",7000700702,1166.5,4.805,-0.26,9.865,15,"D","D"
"176",7000700801,1131.5,4.945,-0.11,9.99,15,"M","M"
"177",7000701001,1133.5,4.9,-0.16,9.955,15,"C","M"
"178",7000701201,1180.5,4.68,-0.37,9.735,15,"M","D"
"179",7000701702,1219,4.47,-0.71,9.65,16,"C","C"
"180",7000701802,1122.5,5.05,-0.075,10.18,14,"C","C"
"181",7000701901,1167.5,4.17,-0.92,9.26,17,"M","M"
"182",7000701902,1168.5,4.16,-0.93,9.25,17,"D","M"
"183",7000702101,1169,4.555,-0.55,9.655,15,"C","C"
"184",7000702102,1170,4.55,-0.555,9.655,15,"C","M"
"185",7000702201,1177.5,4.17,-0.94,9.275,17,"C","C"
"186",7000702401,1099.5,5.19,0.195,10.18,18,"T","T"
"187",7000702502,1215,4.41,-0.745,9.57,13,"C","C"
"188",7002500502,823.5,1.015,-3.985,6.015,11,"C","C"
"189",7002500701,824,0.785,-4.125,5.7,11,"C","C"
"190",7002500901,794.5,1.095,-3.825,6.015,11,"T","T"
"191",7009300201,1416,-1.02,-5.99,3.945,11,"C","C"
"192",7009300202,1401.5,-0.755,-5.75,4.235,11,"C","T"
"193",7009400201,1127.5,0.885,-4.225,6,8,"T","T"
"194",7009400202,1146,0.7,-4.395,5.795,8,"C","C"
"195",7009400301,1023,2.115,-3.15,7.38,12,"T","C"
"196",7009400402,1063.5,1.655,-3.61,6.915,12,"C","C"
"197",7009500201,1312.5,-0.46,-5.5,4.575,11,"C","C"
"198",7009500301,1284.5,-0.18,-5.235,4.875,11,"C","C"
"199",7009500401,1043.5,2.41,-2.67,7.495,11,"C","C"
"200",7009500402,1027.5,2.61,-2.475,7.7,11,"C","C"
"201",7009500502,1273.5,-0.51,-5.53,4.51,11,"C","C"
"202",7009500701,1298,-0.865,-5.875,4.135,11,"C","C"
"203",7009500702,1269,-0.49,-5.53,4.55,11,"C","C"
"204",7009500802,1253.5,-0.325,-5.325,4.675,11,"T","T"
"205",7009500901,1101,1.41,-3.69,6.505,11,"C","M"
"206",7009501002,1323,-1.43,-6.38,3.53,11,"C","C"
"207",7009501102,1079,1.355,-3.83,6.54,11,"C","C"
"208",7009600101,1079,1.535,-3.76,6.825,12,"T","T"
"209",7009600102,1081.5,1.51,-3.78,6.795,12,"T","M"
"210",7009700101,1378.5,-0.73,-5.74,4.275,11,"C","C"
"211",7009700102,1374.5,-0.67,-5.69,4.345,11,"C","C"
"212",7009800102,1295,1.76,-3.395,6.92,11,"C","C"
"213",7009800301,1383,-0.035,-5.14,5.075,11,"C","C"
"214",7009800302,1384,-0.03,-5.14,5.075,11,"C","C"
"215",7009800401,1389.5,-0.21,-5.29,4.88,11,"C","C"
"216",7009800501,1401,-0.44,-5.505,4.625,11,"C","C"
"217",7009800502,1398,-0.37,-5.445,4.705,11,"C","C"
"218",7009800601,1358.5,0.125,-5.025,5.27,11,"C","C"
"219",7009800602,1353,0.21,-4.945,5.365,11,"C","C"
"220",7009800902,1362.5,-0.605,-5.705,4.485,11,"C","C"
"221",7009801101,1344,-0.805,-5.89,4.285,11,"C","C"
"222",7009801202,1348.5,-0.88,-5.965,4.2,11,"C","C"
"223",7009900101,1386.5,-0.43,-5.62,4.755,12,"C","C"
"224",7009900201,1335,-0.035,-5.265,5.19,12,"C","C"
"225",7009900202,1336,-0.035,-5.265,5.19,12,"C","C"
"226",7009900301,1237,0.665,-4.685,6.015,12,"M","M"
"227",7009900302,1192.5,1.16,-4.205,6.525,12,"M","M"
"228",7009900401,1321,-0.31,-5.47,4.84,12,"C","C"
"229",7009900402,1316.5,-0.275,-5.43,4.88,12,"C","C"
"230",7009900601,1273.5,-0.135,-5.37,5.095,12,"C","C"
"231",7009900701,1066,1.75,-3.64,7.135,12,"T","T"
"232",7009900702,1065,1.755,-3.63,7.145,12,"C","C"
"233",7009901001,1045.5,1.68,-3.71,7.075,12,"T","T"
"234",7009901002,1038.5,1.745,-3.645,7.145,12,"T","M"
"235",7009901101,1031,1.79,-3.62,7.195,12,"C","T"
"236",7009901201,1032.5,1.725,-3.685,7.135,12,"T","M"
"237",7009901202,1033.5,1.725,-3.68,7.135,12,"C","C"
"238",7009901301,1009.5,1.67,-3.78,7.115,12,"M","M"
"239",7009901302,1009,1.665,-3.78,7.11,12,"M","M"
"240",7009901501,991.5,1.865,-3.605,7.335,12,"T","T"
"241",7009901502,1010,1.645,-3.815,7.105,12,"M","M"
"242",7100300101,906,1.485,-4.24,7.21,12,"C","C"
"243",7100300301,1000,1.73,-3.795,7.26,15,"C","C"
"244",7100300701,969.5,0.945,-4.685,6.58,18,"C","C"
"245",7100400201,989,0.635,-4.91,6.185,18,"C","C"
"246",7100400202,989,0.63,-4.92,6.175,18,"C","C"
"247",7100400401,1003,0.44,-5.07,5.95,18,"C","C"
"248",7100400402,1002,0.455,-5.06,5.965,18,"C","C"
"249",7100400902,988.5,-0.095,-5.505,5.315,18,"C","C"
"252",7100401101,1004,-0.7,-6.05,4.655,18,"C","C"
"254",7100600102,1312.5,3.11,-2.045,8.265,11,"T","T"
"255",7100600201,1307,3.17,-2.02,8.36,11,"M","M"
"256",7100600301,1350.5,2.41,-2.705,7.535,11,"M","M"
"257",7100600501,1297.5,3.045,-1.91,8,11,"D","D"
"258",7100600602,1234.5,3.75,-1.165,8.66,11,"D","D"
"259",7100600701,1331.5,2.29,-2.665,7.245,11,"D","D"
"260",7100600802,1325,2.59,-2.395,7.57,11,"D","D"
"261",7100600902,1290.5,2.89,-2.03,7.81,11,"C","C"
"262",7100601001,1358.5,1.6,-3.375,6.58,11,"M","M"
"263",7100601002,1373,1.32,-3.655,6.305,11,"C","C"
"264",7100601101,1348.5,2.155,-2.885,7.19,11,"D","M"
"265",7100601102,1348.5,2.15,-2.885,7.19,11,"C","C"
"266",7100601201,1358.5,1.545,-3.435,6.53,11,"T","C"
"267",7100601401,1322,1.775,-3.205,6.76,11,"M","M"
"268",7100601402,1302,2.15,-2.815,7.115,11,"T","T"
"269",7100601501,1388,0.815,-4.185,5.815,11,"M","M"
"270",7100601502,1379,0.995,-4.01,5.995,11,"M","M"
"271",7100601602,1394,0.945,-4.14,6.025,11,"C","C"
"272",7100601702,1253.5,2.54,-2.42,7.505,11,"M","M"
"273",7100601902,1279.5,2.07,-2.915,7.06,11,"D","C"
"274",7100602101,1357.5,0.86,-4.165,5.885,11,"M","M"
"275",7100602201,1401.5,0.09,-4.91,5.085,11,"T","T"
"276",7100602302,1409.5,0.19,-4.83,5.205,11,"T","T"
"277",7100602501,1339,1.065,-3.97,6.105,11,"M","M"
"278",7100602601,1406.5,0.34,-4.715,5.395,11,"M","M"
"279",7100602602,1401.5,0.435,-4.625,5.495,11,"C","C"
"280",7100602802,1309.5,1.255,-3.805,6.315,11,"T","T"
"281",7100602902,1312.5,0.85,-4.2,5.895,11,"C","C"
"282",7100603001,1425.5,-0.235,-5.27,4.8,11,"M","C"
"283",7100603002,1433.5,-0.44,-5.46,4.57,11,"C","C"
"284",7100603202,1407.5,0.06,-5.005,5.12,11,"C","C"
"285",7100603301,1347,0.27,-4.76,5.295,11,"T","T"
"286",7100603302,1352,0.205,-4.815,5.23,11,"C","C"
"287",7100603402,1428,-0.695,-5.67,4.27,11,"C","C"
"288",7100603501,1401.5,-0.02,-5.065,5.025,11,"T","C"
"289",7100603502,1395,0.135,-4.925,5.19,11,"T","M"
"290",7100603702,1403,0.08,-5,5.16,11,"C","C"
"291",7100603901,1420.5,-0.845,-5.8,4.11,11,"C","T"
"292",7100603902,1432,-1.03,-5.965,3.905,11,"C","C"
"293",7100604002,1380.5,-0.25,-5.26,4.76,11,"M","M"
"295",7100604202,1206,1.56,-3.56,6.67,11,"T","T"
"296",7100604302,1300,0.48,-4.58,5.535,11,"M","M"
"297",7100604401,1366,-0.47,-5.465,4.525,11,"C","C"
"298",7100604402,1353.5,-0.275,-5.285,4.735,11,"M","M"
"299",7100604501,1285.5,0.69,-4.4,5.785,11,"C","C"
"300",7100604502,1345.5,-0.085,-5.12,4.955,11,"M","C"
"301",7100604601,1250,0.92,-4.165,6.015,11,"T","T"
"302",7100604602,1250.5,0.925,-4.16,6.015,11,"M","M"
"303",7100604702,1377.5,-0.685,-5.675,4.3,11,"C","C"
"304",7100604801,1136.5,1.9,-3.18,6.98,11,"D","C"
"305",7100604901,1281.5,0.335,-4.725,5.39,11,"M","M"
"306",7100604902,1272,0.45,-4.615,5.515,11,"M","M"
"307",7100605001,1239.5,0.78,-4.305,5.875,11,"M","T"
"308",7100605002,1279,0.315,-4.74,5.375,11,"T","M"
"309",7100605101,1147.5,1.605,-3.475,6.69,11,"T","M"
"311",7100605201,1116,1.92,-3.175,7.015,11,"C","C"
"312",7100605302,1122,1.84,-3.275,6.96,11,"T","T"
"313",7100605401,1107.5,1.975,-3.065,7.02,11,"M","M"
"314",7100605402,1117,1.88,-3.16,6.915,11,"T","T"
"315",7100605501,1147.5,1.405,-3.695,6.51,11,"T","T"
"316",7100605502,1147,1.405,-3.7,6.505,11,"M","M"
"317",7100605601,1352.5,-0.91,-5.94,4.12,11,"C","C"
"318",7100605602,1351.5,-0.915,-5.945,4.115,11,"C","C"
"319",7100605701,1339.5,-0.745,-5.805,4.32,11,"C","C"
"320",7100605702,1346.5,-0.86,-5.905,4.195,11,"C","C"
"321",7100606101,1213.5,0.37,-4.565,5.305,11,"T","M"
"322",7100606102,1213.5,0.37,-4.565,5.305,11,"M","M"
"323",7100606302,1163.5,0.895,-4.03,5.82,11,"T","T"
"324",7100606401,1169,0.58,-4.405,5.565,11,"M","T"
"325",7100606601,1143,1.02,-3.91,5.955,11,"M","C"
"326",7100606602,1143,1.02,-3.91,5.95,11,"M","C"
"327",7100606801,1071.5,2.565,-2.28,7.415,11,"T","T"
"328",7100606902,1205.5,0.13,-4.805,5.06,11,"T","T"
"329",7100607101,1115.5,1.075,-3.94,6.085,11,"C","M"
"330",7100607102,1116,1.07,-3.94,6.08,11,"C","C"
"331",7100607302,1183.5,0.315,-4.575,5.205,11,"T","T"
"332",7100607402,1041.5,1.88,-3.41,7.175,12,"C","C"
"333",7100607501,1082,1.335,-3.795,6.465,11,"C","C"
"334",7100607502,1106.5,1.01,-4.095,6.115,11,"T","M"
"335",7100607601,1038.5,1.775,-3.585,7.14,12,"C","M"
"336",7100607602,1039,1.78,-3.585,7.14,12,"T","M"
"337",7100607701,1108,1.265,-3.67,6.205,11,"C","C"
"338",7100607702,1123.5,1.07,-3.855,5.995,11,"T","T"
"339",7100607802,1081,1.57,-3.415,6.56,11,"T","T"
"340",7100608001,1014.5,2.06,-3.255,7.375,12,"C","C"
"341",7100608101,1040,1.745,-3.61,7.1,12,"T","M"
"342",7100608102,1047.5,1.67,-3.68,7.02,12,"M","M"
"343",7100608302,960,2.69,-2.58,7.955,12,"T","T"
"344",7100608401,1017.5,1.9,-3.495,7.295,12,"M","M"
"346",7100608701,977.5,2.54,-2.665,7.745,12,"T","T"
"347",7100608702,993,2.35,-2.845,7.545,12,"M","C"
"348",7100608801,1014,1.55,-3.91,7.005,12,"T","T"
"349",7100608902,1046,3.255,-1.915,8.42,9,"T","T"
"350",7100609101,937,2.335,-3.215,7.885,12,"T","M"
"351",7100609102,937.5,2.345,-3.205,7.89,12,"M","M"
"352",7100800201,1016.5,4.755,-0.63,10.14,11,"T","T"
"353",7100800301,1023.5,4.71,-0.68,10.1,11,"M","D"
"354",7100800302,1024.5,4.705,-0.685,10.1,11,"D","D"
"355",7100800702,909,5.085,-0.715,10.88,9,"C","C"
"356",7100800801,943,4.995,-0.7,10.685,9,"M","M"
"357",7100800901,913,5.025,-0.77,10.825,9,"M","M"
"358",7100801001,1043,4.115,-1.36,9.6,11,"D","D"
"359",7100801002,1037.5,4.205,-1.285,9.685,11,"D","M"
"360",7100801201,972,4.62,-1.05,10.29,9,"M","M"
"361",7100801301,963,4.565,-1.145,10.27,9,"D","D"
"362",7100801302,957,4.655,-1.055,10.365,9,"M","M"
"363",7100801702,963.5,4.66,-1.03,10.35,9,"D","M"
"364",7100801801,958,4.61,-1.115,10.33,9,"T","M"
"365",7100801901,1032.5,4.245,-1.295,9.795,11,"D","D"
"366",7100802001,1012,4,-1.675,9.675,9,"M","M"
"367",7100802002,1009,4.05,-1.625,9.725,9,"T","M"
"368",7100802202,913.5,4.89,-0.92,10.705,9,"M","M"
"369",7100802501,972,4.35,-1.39,10.08,9,"T","T"
"370",7100802502,972.5,4.345,-1.39,10.08,9,"T","T"
"371",7100802601,949.5,4.48,-1.29,10.25,9,"M","M"
"372",7100802802,1048.5,3.97,-1.61,9.545,11,"M","M"
"373",7100802901,1008,3.985,-1.71,9.685,9,"M","M"
"374",7100802902,1009.5,3.965,-1.735,9.665,9,"M","C"
"375",7100803002,964.5,4.385,-1.37,10.13,9,"T","M"
"376",7100803101,959.5,4.4,-1.36,10.16,9,"M","T"
"377",7100803102,958,4.415,-1.34,10.175,9,"M","M"
"378",7100803601,1059,4.015,-1.605,9.645,11,"M","M"
"379",7100803602,1059,4.02,-1.605,9.645,11,"M","M"
"380",7100804201,986.5,3.815,-1.945,9.575,9,"D","D"
"381",7100804501,995.5,4.04,-1.715,9.795,9,"C","C"
"382",7100804701,996.5,3.945,-1.815,9.705,9,"T","T"
"383",7100804702,992,4.005,-1.755,9.77,9,"D","D"
"384",7100804801,895.5,4.685,-1.15,10.515,9,"T","T"
"385",7100804802,895.5,4.68,-1.15,10.51,9,"T","T"
"386",7100805001,937,4.42,-1.39,10.23,9,"M","M"
"387",7100805102,1058.5,3.98,-1.735,9.695,11,"T","T"
"388",7100805202,1001.5,3.96,-1.805,9.72,9,"T","T"
"389",7100805402,924.5,4.53,-1.285,10.355,9,"M","T"
"390",7100805501,983,4.11,-1.68,9.895,9,"M","M"
"391",7100805502,995,3.93,-1.845,9.7,9,"D","D"
"392",7100805602,889,4.715,-1.105,10.535,9,"M","M"
"393",7100805701,957.5,4.04,-1.75,9.835,9,"M","M"
"394",7100805702,953.5,4.09,-1.705,9.89,9,"D","D"
"395",7100805902,889.5,4.725,-1.095,10.54,9,"M","M"
"396",7100806001,1018,3.905,-1.875,9.68,9,"M","M"
"397",7100806101,968,3.875,-1.91,9.66,9,"D","D"
"398",7100806102,956,4.03,-1.765,9.825,9,"M","M"
"399",7100806201,896.5,4.61,-1.185,10.41,9,"C","C"
"400",7100806701,1070,3.905,-1.91,9.72,11,"M","M"
"401",7100806901,1072,3.74,-2.08,9.56,11,"M","C"
"402",7100806902,1071,3.75,-2.07,9.57,11,"C","M"
"403",7100807001,959,3.835,-1.95,9.615,9,"D","M"
"404",7100807101,1081.5,3.725,-2.11,9.56,11,"C","C"
"405",7100807102,1082,3.71,-2.125,9.545,11,"C","C"
"406",7100807202,1079.5,3.545,-2.275,9.36,11,"T","T"
"407",7100807401,957.5,3.685,-2.055,9.435,9,"M","M"
"408",7100807402,954,3.73,-2.02,9.475,9,"D","D"
"409",7100807502,1081,3.655,-2.22,9.535,11,"M","M"
"410",7100807601,941.5,3.955,-1.81,9.72,9,"T","T"
"411",7100807602,953,3.77,-1.985,9.525,9,"D","D"
"412",7100807701,1081.5,3.63,-2.255,9.51,11,"C","C"
"413",7100807702,1082,3.625,-2.265,9.51,11,"C","C"
"414",7100807902,1100.5,3.335,-2.57,9.23,11,"M","M"
"415",7100808302,1088,3.275,-2.65,9.2,11,"T","T"
"416",7100808402,1087,3.445,-2.53,9.42,11,"M","M"
"417",7100808502,1081,3.455,-2.515,9.425,11,"T","T"
"418",7100808601,1108.5,2.905,-3.01,8.825,11,"D","D"
"419",7100808602,1097,3.105,-2.83,9.035,11,"T","T"
"420",7100808801,1082.5,3.435,-2.545,9.415,11,"T","M"
"421",7100808901,1078,3.445,-2.53,9.42,11,"M","M"
"422",7100809101,1092.5,3.235,-2.74,9.21,11,"M","M"
"423",7100809102,1092.5,3.235,-2.74,9.215,11,"T","T"
"424",7100809302,1089.5,3.21,-2.775,9.195,11,"D","D"
"425",7100809501,1085,3.345,-2.68,9.365,11,"M","M"
"426",7100809601,1115.5,4.6,-1,10.195,11,"T","T"
"427",7100809602,1107.5,4.705,-0.9,10.315,11,"M","M"
"428",7100810101,1094.5,4.665,-0.94,10.265,11,"M","D"
"429",7100810201,1172,4.045,-1.58,9.67,11,"M","C"
"430",7100810301,1081,3.27,-2.795,9.33,11,"M","M"
"431",7100810701,1180,3.925,-1.735,9.58,11,"D","D"
"432",7100810702,1179.5,3.92,-1.735,9.58,11,"C","C"
"433",7100810801,1175,3.97,-1.69,9.625,11,"D","D"
"434",7100810902,1083,3.2,-2.88,9.285,11,"C","C"
"435",7100811201,1092,2.885,-3.135,8.9,11,"M","M"
"436",7100811202,1094,2.85,-3.165,8.87,11,"T","T"
"437",7100811301,1077,3.17,-2.915,9.26,11,"T","T"
"438",7100811302,1077.5,3.18,-2.91,9.265,11,"M","M"
"439",7100811402,1087.5,4.27,-1.335,9.875,11,"D","D"
"440",7100811501,1114.5,4.195,-1.475,9.855,11,"D","D"
"441",7100811502,1113.5,4.185,-1.48,9.85,11,"D","D"
"442",7100811602,1091.5,2.895,-3.195,8.975,11,"M","M"
"443",7100811702,1131.5,3.685,-2.215,9.59,9,"M","D"
"444",7100811801,1140.5,3.465,-2.375,9.305,9,"D","D"
"445",7100811802,1140.5,3.47,-2.37,9.315,9,"D","D"
"446",7100812102,1118,2.495,-3.605,8.595,11,"M","M"
"447",7100812402,1089.5,4.285,-1.39,9.955,11,"M","M"
"448",7100812502,1077.5,3.075,-3.07,9.22,11,"T","T"
"449",7100812601,1170.5,3.515,-2.15,9.18,11,"D","D"
"450",7100812602,1156.5,3.685,-2.005,9.37,11,"D","D"
"451",7100812901,1101.5,4.12,-1.575,9.82,11,"D","D"
"452",7100812902,1082.5,4.355,-1.36,10.07,11,"T","M"
"453",7100813002,1118.5,3.5,-2.355,9.35,9,"D","D"
"454",7100813201,1143,3.025,-2.745,8.805,9,"D","D"
"455",7100813202,1119.5,3.33,-2.47,9.13,9,"M","M"
"456",7100813301,1135.5,3.055,-2.785,8.9,9,"D","D"
"457",7100813302,1127.5,3.165,-2.685,9.02,9,"D","M"
"458",7100813401,1164,2.105,-3.64,7.85,9,"M","M"
"459",7100813402,1154,2.225,-3.53,7.98,9,"D","D"
"462",7100900401,981,-0.0399999999999998,-5.48,5.4,18,"C","C"
"463",7100900402,980,-0.03,-5.47,5.41,18,"C","M"
"464",7100900902,979,-0.105,-5.535,5.33,18,"C","C"
"465",7100901001,967.5,0.0699999999999998,-5.38,5.515,18,"C","M"
"466",7100901002,967.5,0.0699999999999998,-5.38,5.515,18,"C","C"
"467",7100902201,998,-0.995,-6.66,4.66,7,"C","C"
"468",7100902202,1000,-1.04,-6.69,4.61,7,"C","C"
"469",7101000701,960.5,0.94,-4.675,6.55,18,"C","M"
"470",7101000901,957,0.88,-4.7,6.465,18,"C","C"
"471",7101000902,959,0.84,-4.735,6.42,18,"C","C"
"472",7101001601,978,0.43,-5.095,5.955,18,"C","C"
"473",7101002401,1002.5,-0.11,-5.565,5.345,18,"C","C"
"474",7101002402,978,0.31,-5.19,5.81,18,"C","C"
"475",7101002501,969,0.36,-5.12,5.85,18,"C","C"
"476",7101002502,969,0.365,-5.12,5.85,18,"C","C"
"477",7101004201,975.5,-1.41,-6.99,4.17,7,"C","C"
"478",7101004202,975.5,-1.41,-6.995,4.17,7,"C","C"
"479",7108400101,983,0.775,-4.83,6.385,18,"T","T"
"480",7108400102,983,0.78,-4.83,6.39,18,"T","M"
"481",7108600101,983,0.77,-4.82,6.36,18,"M","C"
"482",7108600102,988,0.69,-4.895,6.27,18,"T","C"
"483",7108600201,971.5,0.825,-4.755,6.4,18,"C","C"
"484",7108800102,959.5,1.16,-4.48,6.805,18,"C","C"
"487",7108900501,976,0.615,-4.885,6.105,18,"C","C"
"488",7108900502,975,0.625,-4.87,6.12,18,"M","M"
"489",7109400101,946.5,3.98,-1.805,9.77,9,"T","T"
"490",7109400102,946,3.995,-1.79,9.785,9,"M","M"
"491",7109400202,969.5,3.66,-2.105,9.435,9,"C","C"
"492",7109400301,958.5,3.75,-2.02,9.515,9,"T","T"
"493",7109400302,958,3.75,-2.02,9.515,9,"M","M"
"494",7109400501,946.5,3.9,-1.875,9.665,9,"M","M"
"495",7109400502,947,3.895,-1.875,9.665,9,"M","M"
"496",7109400601,940,4.085,-1.715,9.885,9,"D","D"
"497",7109400701,946,3.915,-1.855,9.69,9,"C","M"
"498",7109400702,957.5,3.76,-2.01,9.52,9,"M","M"
"499",7109401001,959,3.825,-1.965,9.615,9,"T","D"
"500",7109401002,959.5,3.825,-1.97,9.61,9,"M","T"
"501",7109401201,955.5,3.86,-1.935,9.65,9,"M","M"
"502",7109401202,957,3.84,-1.955,9.63,9,"M","T"
"503",7109401301,992,3.47,-2.32,9.255,9,"D","D"
"504",7109401401,962,3.655,-2.11,9.415,9,"T","T"
"505",7109401402,963.5,3.63,-2.13,9.385,9,"C","C"
"506",7109401502,973.5,3.595,-2.185,9.38,9,"M","M"
"507",7109401601,959.5,3.89,-1.93,9.71,9,"M","M"
"508",7109401602,959,3.89,-1.93,9.71,9,"M","M"
"509",7109401802,976,3.665,-2.145,9.48,9,"M","M"
"510",7109401901,979.5,3.505,-2.28,9.295,9,"T","T"
"511",7109401902,975.5,3.57,-2.22,9.36,9,"M","M"
"512",7109402301,1000,3.065,-2.69,8.825,9,"M","M"
"513",7109402302,1006,2.98,-2.775,8.725,9,"M","T"
"514",7109500202,1158.5,4.01,-1.45,9.475,11,"D","D"
"515",7109500301,1143.5,4.435,-1.11,9.99,11,"D","D"
"516",7109500502,1164.5,4.23,-1.34,9.795,11,"M","M"
"517",7109500701,1132,3.775,-2.015,9.57,9,"M","M"
"518",7109500702,1138.5,3.695,-2.095,9.485,9,"D","D"
"519",7109501001,1098.5,4.36,-1.225,9.95,11,"D","D"
"520",7109501002,1109.5,4.23,-1.34,9.81,11,"D","D"
"521",7109501101,1156.5,3.385,-2.505,9.275,9,"D","D"
"522",7109501102,1156,3.385,-2.505,9.27,9,"D","D"
"523",7109501301,1177.5,3.055,-2.79,8.905,9,"M","M"
"524",7109501302,1191,2.895,-2.93,8.72,9,"D","D"
"525",7109501401,1127,3.595,-2.28,9.47,9,"M","M"
"526",7109501502,1143.5,3.57,-2.02,9.165,11,"D","D"
"527",7109501601,1233,2.345,-3.46,8.15,9,"T","M"
"528",7109501602,1218,2.52,-3.31,8.35,9,"D","D"
"529",7109501701,1172,3.04,-2.86,8.94,9,"D","D"
"530",7109501902,1204,2.605,-3.24,8.455,9,"M","M"
"531",7109502001,1184,2.775,-3.045,8.605,9,"D","D"
"532",7109502002,1190.5,2.705,-3.115,8.525,9,"D","D"
"533",7109502102,1100,1.755,-4.375,7.89,10,"T","M"
"534",7109502201,1221.5,2.355,-3.475,8.185,9,"D","D"
"535",7109502202,1218.5,2.395,-3.445,8.225,9,"D","D"
"536",7109502302,1084,1.875,-4.285,8.04,10,"D","D"
"537",7109502401,1086.5,1.84,-4.32,8,10,"M","M"
"538",7109502501,1156.5,3.06,-2.855,8.97,9,"M","M"
"539",7109502502,1149.5,3.15,-2.77,9.07,9,"M","D"
"540",7109502601,1155.5,3.04,-2.835,8.915,9,"D","D"
"541",7109502602,1148.5,3.12,-2.76,9.01,9,"D","D"
"542",7109502701,1112.5,3.54,-2.36,9.44,9,"D","D"
"543",7109502901,1104.5,3.475,-2.385,9.335,9,"M","M"
"544",7109503001,1167.5,2.8,-3.095,8.695,9,"D","D"
"545",7109503002,1150.5,3.01,-2.9,8.93,9,"M","M"
"546",7109503201,1154.5,2.855,-3.05,8.76,9,"T","T"
"547",7109503202,1148.5,2.925,-2.985,8.835,9,"M","M"
"548",7109503301,1109,3.405,-2.52,9.33,9,"M","M"
"549",7109503401,1133.5,3.085,-2.83,9,9,"M","T"
"550",7109503402,1120.5,3.24,-2.685,9.175,9,"M","M"
"551",7109503501,1184,2.405,-3.45,8.25,9,"D","M"
"552",7109503502,1184,2.405,-3.445,8.26,9,"M","M"
"553",7109503701,1108,3.25,-2.625,9.13,9,"D","D"
"554",7109503801,1136.5,2.92,-2.97,8.82,9,"M","C"
"555",7109503802,1136.5,2.94,-2.96,8.83,9,"M","D"
"556",7109503901,1158.5,2.645,-3.23,8.515,9,"T","M"
"557",7109503902,1177.5,2.415,-3.435,8.265,9,"M","M"
"558",7109504001,1155,2.645,-3.21,8.49,9,"C","C"
"559",7109504002,1151.5,2.685,-3.17,8.54,9,"T","T"
"560",7109504101,1130,2.945,-2.93,8.825,9,"M","M"
"561",7109504201,1101,3.26,-2.655,9.17,9,"M","M"
"562",7109504202,1103,3.23,-2.68,9.14,9,"T","M"
"563",7109504301,1139,2.71,-3.145,8.565,9,"C","C"
